Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
268.784,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
269.65,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
272.532,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
273.396,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
277.431,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
280.312,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
302.793,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,5m,,,START
304.811,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,5m,,,STOP
307.116,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
309.71,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
311.439,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
314.321,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
318.068,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
320.085,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
330.748,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
332.767,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
339.683,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
342.277,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
349.77,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
352.365,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
357.263,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
378.302,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
384.931,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
386.66,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
413.463,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
420.092,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
420.957,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,5m,,,START
425.279,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
449.49,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
462.459,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,5m,,,STOP
464.764,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
472.834,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
477.446,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
498.1,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
503.576,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
529.226,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
578.988,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
586.676,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
598.203,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
613.958,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
640.473,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
649.311,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
657.766,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
658.149,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
659.302,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
659.688,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
664.682,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
707.338,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
711.181,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
711.565,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
733.084,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
733.467,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
736.157,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
741.152,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
753.451,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
760.368,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
769.589,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
775.355,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
780.445,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
785.056,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
786.208,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
787.649,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
801.483,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
802.637,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
804.078,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
811.283,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
842.122,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
851.634,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
878.531,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
1005.341,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
1009.376,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
1016.869,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
1019.175,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
1021.866,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
1023.402,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
1028.782,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
1040.217,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
1041.758,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
1068.272,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
1084.79,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
1087.866,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
1481.459,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
1488.948,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
1492.408,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
1494.138,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
1497.6,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
1498.748,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
1506.244,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
1511.72,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
1516.329,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
1522.959,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
1538.904,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
1543.139,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
1556.971,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
1565.039,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
2010.505,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
2023.766,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
2029.053,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
2032.503,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
2034.81,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
2045.577,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
2053.651,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
2076.796,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
2082.56,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
2086.786,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
2105.999,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
2106.768,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
2154.804,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
2159.796,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
2185.547,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
2189.003,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
2199.38,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,5m,,,START
2243.568,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,5m,,,STOP
2290.831,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
2322.827,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
2344.15,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
2350.495,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
2764.36,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
2770.117,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
2787.89,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
2788.86,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
2926.231,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
2937.76,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
3018.452,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
3018.941,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
3028.546,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
3036.229,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
3050.159,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
3054,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
3123.652,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
3128.94,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
3166.884,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
3201.953,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
3215.398,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
3217.315,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
3223.079,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
3227.886,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
3231.252,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,START
3239.414,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,Interact,,,STOP
3243.739,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
3313.865,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
3330.195,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
3334.043,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
3340.765,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
3343.463,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
3405.323,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
3443.653,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
6469.999,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
6488.468,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
6514.002,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
6568.757,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
6703.937,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
6727.965,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
6748.021,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
6754.747,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
6761.858,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
6780.874,C:/Users/parso/Desktop/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
