Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
212.847,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
216.591,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
221.203,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
225.818,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
231.294,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
233.89,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
239.939,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
246.282,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
250.03,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
253.773,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
254.639,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
266.454,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
267.895,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
269.045,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
271.93,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
280.001,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
294.987,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
299.888,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
301.902,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,5m,,,START
303.535,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
304.402,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,5m,,,STOP
320.25,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
327.454,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
328.035,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
329.763,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
363.769,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
364.922,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
378.183,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
381.352,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
396.338,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
405.559,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
412.187,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
414.493,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
419.68,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
423.429,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
449.944,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
460.318,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
526.801,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
564.839,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
613.259,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
636.026,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
775.521,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
778.976,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
786.469,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
791.948,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
810.105,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
840.943,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
850.74,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
876.102,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
1003.206,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
1006.954,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
1062.284,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
1067.473,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
1085.917,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
1086.783,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
1480.852,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
1487.769,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
1518.899,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
1522.069,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
1558.38,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
1562.705,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
2011.056,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
2014.801,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
2072.54,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
2075.996,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
2129.602,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
2131.621,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
2154.676,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
2159.866,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
2184.941,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
2188.973,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
2198.771,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,5m,,,START
2207.807,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,1m,,,START
2215.009,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,1m,,,STOP
2217.313,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,1m,,,START
2218.754,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,1m,,,STOP
2248.149,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Male,5m,,,STOP
2286.778,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
2321.356,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
2345.275,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
2348.156,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
2762.985,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
2769.618,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
2906.795,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
2907.948,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
2927.834,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
2936.194,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
3051.478,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
3053.493,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
3123.153,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
3127.272,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
3163.009,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
3201.628,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
3256.099,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
3306.822,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
3330.457,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
3332.477,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
3341.119,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
3345.155,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
3412.308,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
3429.602,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
3441.129,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
3443.433,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
6465.68,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
6486.59,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
6510.226,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
6510.801,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
6527.517,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
6529.535,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
6563.545,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
6568.73,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
6703.416,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,START
6726.19,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
6745.782,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
6751.835,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,START
6770.28,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,1m,,,STOP
6774.315,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid1.MTS,8023.64,29.97,Female,5m,,,STOP
7360.476,G:/Coyote Live Prey project/FULL_May-_extHD_tranf02042020/August/Puzzle Box/August_PuzzleBox_1820-1841_PP6_08172020_Day1_Vid2.MTS,8023.64,29.97,,Stop,,,POINT
