Name,Agg,Eat,For,Loc,NS,P,Rest,SM,St,CP,Nur,Other,Out of Sight,PupAgg,PupPlay,Ster,subject,nonfeed,date,Month
August 1820 feeding obs 1.csv,0,29.808,665.657,19.316,0,0,0,0,158.154,0,0,0,27.019,0,0,0,1820,FALSE,8/4/2020,August
August 1820 feeding obs 2.csv,0,28.52,843.623,3.801,0,0,0,0,14.301,0,0,0,9.713,0,0,0,1820,FALSE,8/11/2020,August
August 1820 feeding obs 3.csv,0,77.06,599.058,16.705,0,0,0,0,11.206,0,0,0,195.901,0,0,0,1820,FALSE,8/19/2020,August
August 1820 feeding obs4.csv,0,56.934,634.759,15.848,0,0,0,0,15.334,0,0,0,177.069,0,0,0,1820,FALSE,8/25/2020,August
August 1820 nonfeeding obs1.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1820,TRUE,8/5/2020,August
August 1820 nonfeeding obs2.csv,0,0,0,0,60.934,0,839.048,0,0,0,0,0,0,0,0,0,1820,TRUE,8/6/2020,August
August 1820 nonfeeding obs3.csv,0,0,0,0,51.58,0,848.418,0,0,0,0,0,0,0,0,0,1820,TRUE,8/27/2020,August
August 1820 nonfeeding obs4.csv,0,0,0,0,33.182,0,806.963,0,59.842,0,0,0,0,0,0,0,1820,TRUE,8/30/2020,August
August 1841 feeding obs 1.csv,0,22.095,828.273,15.128,0,0,0,0,34.429,0,0,0,0,0,0,0,1841,FALSE,8/4/2020,August
August 1841 feeding obs 2.csv,0,14.807,840.115,6.604,0,0,0,0,38.42,0,0,0,0,0,0,0,1841,FALSE,8/11/2020,August
August 1841 feeding obs 3.csv,0,39.37,736.702,35.248,0,0,0,0,15.364,0,0,0,73.234,0,0,0,1841,FALSE,8/19/2020,August
August 1841 feeding obs4.csv,0,18.807,856.082,5.472,0,0,0,0,19.582,0,0,0,0,0,0,0,1841,FALSE,8/25/2020,August
August 1841 nonfeeding obs 4.csv,0,0,11.403,13.377,25.898,0,638.375,0,171.221,0,0,0,39.713,0,0,0,1841,TRUE,8/30/2020,August
August 1841 nonfeeding obs1.csv,0,0,0,0,6.259,0,893.739,0,0,0,0,0,0,0,0,0,1841,TRUE,8/5/2020,August
August 1841 nonfeeding obs2.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1841,TRUE,8/6/2020,August
August 1841 nonfeeding obs3.csv,0,0,0,0,43.177,0,856.821,0,0,0,0,0,0,0,0,0,1841,TRUE,8/27/2020,August
August 1842 feeding obs 1.csv,0,35.71,548.25,170.452,0,0,0,0,52.684,0,0,0,92.77,0,0,0,1842,FALSE,8/4/2020,August
August 1842 feeding obs 2.csv,0,4.323,401.383,145.582,0,0,0,0,35.11,0,0,0,313.503,0,0,0,1842,FALSE,8/11/2020,August
August 1842 feeding obs 3.csv,0,13.006,767.611,52.064,0,0,0,0,67.206,0,0,0,0,0,0,0,1842,FALSE,8/19/2020,August
August 1842 feeding obs4.csv,0,26.504,678.332,91.05,0,0,9.215,0,92.675,0,0,0,2.101,0,0,0,1842,FALSE,8/25/2020,August
August 1842 nonfeeding obs1.csv,0,0,0,39.189,0,0,823.622,0,37.184,0,0,0,0,0,0,0,1842,TRUE,8/13/2020,August
August 1842 nonfeeding obs2.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1842,TRUE,8/21/2020,August
August 1842 nonfeeding obs3.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1842,TRUE,8/24/2020,August
August 1842 nonfeeding obs4.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1842,TRUE,8/25/2020,August
August 1850 feeding obs 1.csv,0,33.141,559.136,87.426,0,0,136.15,0,75.591,0,0,0,6.151,0,0,0,1850,FALSE,8/4/2020,August
August 1850 feeding obs 2.csv,0,18.629,313.925,84.835,0,0,0,0,185.23,0,0,0,297.326,0,0,0,1850,FALSE,8/11/2020,August
August 1850 feeding obs 3.csv,0,30.805,448.518,133.611,0,0,208.017,0,77.792,0,0,0,0,0,0,0,1850,FALSE,8/19/2020,August
August 1850 feeding obs4.csv,0,33.288,333.702,56.302,0,0,387.066,0,77.033,0,0,0,5.708,0,0,0,1850,FALSE,8/25/2020,August
August 1850 nonfeeding obs1.csv,0,0,0,0,35.49,0,826.705,0,37.794,0,0,0,0,0,0,0,1850,TRUE,8/5/2020,August
August 1850 nonfeeding obs2.csv,0,0,278.651,333.847,0,0,74.107,0,198.781,0,0,12.302,0,0,0,0,1850,TRUE,8/6/2020,August
August 1850 nonfeeding obs3.csv,0,0,18.668,115.675,0,0,669.989,0,95.656,0,0,0,0,0,0,0,1850,TRUE,8/7/2020,August
August 1850 nonfeeding obs4.csv,0,0,439.121,55.15,56.607,0,235.391,0,105.063,0,0,0,0,0,0,0,1850,TRUE,8/27/2020,August
August 1851 feeding obs 1.csv,0,35.812,617.886,121.903,0,0,0,0,109.341,0,0,0,13.813,0,0,0,1851,FALSE,8/4/2020,August
August 1851 feeding obs 2.csv,0,25.516,142.113,236.616,0,0,97.899,0,136.825,0,0,0,260.96,0,0,0,1851,FALSE,8/11/2020,August
August 1851 feeding obs 3.csv,0,23.619,433.556,153.484,0,0,32.887,0,218.788,0,0,0,37.352,0,0,0,1851,FALSE,8/19/2020,August
August 1851 feeding obs4.csv,0,24.705,375.961,79.151,0,0,0,0,56.944,0,0,0,363.159,0,0,0,1851,FALSE,8/25/2020,August
August 1851 nonfeeding obs1.csv,0,0,0,87.672,0,0,614.292,0,198.027,0,0,0,0,0,0,0,1851,TRUE,8/13/2020,August
August 1851 nonfeeding obs2.csv,0,0,372.091,91.748,20.688,0,219.001,0,177.799,0,0,0,0,0,0,0,1851,TRUE,8/21/2020,August
August 1851 nonfeeding obs3.csv,0,0,0,0,60.836,0,790.668,0,48.487,0,0,0,0,0,0,0,1851,TRUE,8/24/2020,August
August 1851 nonfeeding obs4.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1851,TRUE,8/25/2020,August
August 1853 feeding obs 1.csv,1.403,31.714,414.795,70.24,0,0,0,0,136.833,0,0,0,244.947,0,0,0,1853,FALSE,8/4/2020,August
August 1853 feeding obs 2.csv,0,31.398,338.409,45.148,0,0,0,0,61.149,0,0,0,416.873,0,0,0,1853,FALSE,8/6/2020,August
August 1853 feeding obs 3.csv,1.497,48.521,521.789,43.025,0,3.504,0,0,39.036,0,0,0,242.544,0,0,0,1853,FALSE,8/19/2020,August
August 1853 feeding obs4.csv,0,44.055,480.056,26.008,0,0,0,0,76.556,0,0,0,273.236,0,0,0,1853,FALSE,8/25/2020,August
August 1853 nonfeeding obs1.csv,0,0,193.338,291.5,21.459,0,232.638,0,159.799,0,0,0,0,0,0,0,1853,TRUE,8/6/2020,August
August 1853 nonfeeding obs2.csv,0,0,290.167,243.028,0,0,41.542,0,316.376,0,0,0,2.613,0,0,0,1853,TRUE,8/13/2020,August
August 1853 nonfeeding Obs3.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1853,TRUE,8/20/2020,August
August 1853 nonfeeding obs4.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1853,TRUE,8/24/2020,August
September 1600 feeding obs 1.csv,0,24.413,785.823,15.718,0,0,0,0.399,30.308,0,0,0,18.921,0,0,0,1600,FALSE,9/3/2020,September
September 1600 feeding obs 2.csv,0,33.93,768.389,14.593,0,0,0,0,34.039,0,0,0,48.956,0,0,0,1600,FALSE,9/10/2020,September
September 1600 feeding obs 3.csv,0,39.908,831.4,4.496,0,0,0,0,24.088,0,0,0,0,0,0,0,1600,FALSE,9/14/2020,September
September 1600 feeding obs 4.csv,0,22.006,672.493,39.536,0,0,0,0,133.101,0,0,0,32.74,0,0,0,1600,FALSE,9/20/2020,September
September 1600 nonfeeding obs 3.csv,0,0,35.808,75.716,0,0,539.377,0,226.564,0,0,0,22.518,0,0,0,1600,TRUE,9/22/2020,September
September 1600 nonfeeding obs1.csv,0,11.489,28.759,52.679,0,0,718.097,0,88.952,0,0,0,0,0,0,0,1600,TRUE,9/15/2020,September
September 1600 Nonfeeding Obs2.csv,0,0,0,7.567,0,0,755.85,0,136.579,0,0,0,0,0,0,0,1600,TRUE,9/20/2020,September
September 1600 nonfeeding obs4.csv,0,0,225.41,262.419,38.718,0,140.242,0,134.82,0,0,0,96.859,0,0,0,1600,TRUE,9/30/2020,September
September 1601 feeding obs 1.csv,0,15.172,794.981,13.441,0,0,0,0,24.955,0,0,0,49.851,0,0,0,1601,FALSE,9/3/2020,September
September 1601 feeding obs 2.csv,0,40.914,807.766,5.662,0,0,0,0,28.809,0,0,0,16.751,0,0,0,1601,FALSE,9/10/2020,September
September 1601 feeding obs 3.csv,0,104.161,764.575,11.995,0,0,0,0,16.433,0,0,0,2.683,0,0,0,1601,FALSE,9/14/2020,September
September 1601 feeding obs 4.csv,0,33.229,419.267,19.915,0,0,0,0,73.329,0,0,0,350.654,0,0,0,1601,FALSE,9/20/2020,September
September 1601 nonfeeding Obs1.csv,0,0,26.278,11.464,0,0,766.401,0,95.849,0,0,0,0,0,0,0,1601,TRUE,9/15/2020,September
September 1601 nonfeeding obs2.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1601,TRUE,9/20/2020,September
September 1601 nonfeeding obs3.csv,0,0,290.95,151.416,0,0,232.076,0,225.526,0,0,0,0,0,0,0,1601,TRUE,9/22/2020,September
September 1601 nonfeeding obs4.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1601,TRUE,9/30/2020,September
September 1602 feeding obs 1.csv,0,24.682,850.977,9.896,0,0,0,0,7.286,0,0,0,7.106,0,0,0,1602,FALSE,9/3/2020,September
September 1602 feeding obs 2.csv,0,20.705,864.955,11.413,0,0,0,0,2.898,0,0,0,0,0,0,0,1602,FALSE,9/10/2020,September
September 1602 feeding obs 3.csv,0,45.843,828.758,14.9,0,0,0,0,10.406,0,0,0,0,0,0,0,1602,FALSE,9/14/2020,September
September 1602 feeding obs 4.csv,0,13.418,723.478,23.724,25.02,0,0,67.865,31.522,0,0,0,0,0,0,0,1602,FALSE,9/20/2020,September
September 1602 Nonfeeding Obs1.csv,0,26.44,521.216,198.02,0,0,0,0,142.746,0,0,0,0,0,0,0,1602,TRUE,9/15/2020,September
September 1602 Nonfeeding Obs2.csv,0,0,0,0,0,0,899.265,0,0.733,0,0,0,0,0,0,0,1602,TRUE,9/20/2020,September
September 1602 nonfeeding obs3.csv,0,0,174.61,183.653,39.658,0,42.731,0,231.305,0,0,0,205.01,0,0,0,1602,TRUE,9/22/2020,September
September 1602 nonfeeding obs4.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1602,TRUE,9/23/2020,September
September 1610 feeding obs 1.csv,0,32.147,847.925,2.008,0,0,0,0,12.483,0,0,0,4.61,0,0,0,1610,FALSE,9/3/2020,September
September 1610 feeding obs 2.csv,0,20.371,781.163,32.467,0,0,0,0,19.584,0,0,0,46.348,0,0,0,1610,FALSE,9/10/2020,September
September 1610 feeding obs 3.csv,0,38.026,843.312,0.796,0,0,0,0,1.9,0,0,0,15.907,0,0,0,1610,FALSE,9/14/2020,September
September 1610 feeding obs 4.csv,1.304,7.912,401.469,36.326,0,0,0,0,16.002,0,0,0,436.934,0,0,0,1610,FALSE,9/20/2020,September
September 1610 nonfeeding Obs1.csv,0,0,92.711,211.588,12.141,0,410.659,0,114.638,0,0,0,56.775,0,0,0,1610,TRUE,9/15/2020,September
September 1610 nonfeeding obs2.csv,0,2.604,598.909,60.365,10.756,0,0,0,226.02,0,0,0,0,0,0,0,1610,TRUE,9/15/2020,September
September 1610 nonfeeding obs3.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1610,TRUE,9/22/2020,September
September 1610 nonfeeding obs4.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1610,TRUE,9/23/2020,September
September 1617 feeding obs 1.csv,0,22.077,808.244,14.009,0,0,0,0,26.478,0,0,0,27.52,0,0,0,1617,FALSE,9/3/2020,September
September 1617 feeding obs 2.csv,0,28.418,842.396,18.06,0,0,0,0.22,5.473,0,0,0,0,0,0,0,1617,FALSE,9/10/2020,September
September 1617 feeding obs 3.csv,1,44.294,802.963,22.355,0,0,0,0,28.78,0,0,0,0,0,0,0,1617,FALSE,9/14/2020,September
September 1617 feeding obs 4.csv,0,6.499,563.741,38.331,27.725,0,162.659,0,86.877,0,0,0,14.11,0,0,0,1617,FALSE,9/20/2020,September
September 1617 nonfeeding obs1.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1617,TRUE,9/15/2020,September
September 1617 nonfeeding obs2.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1617,TRUE,9/20/2020,September
September 1617 nonfeeding obs3.csv,0,0,0,84.47,68.985,0,231.367,0,156.923,0,0,0,358.241,0,0,0,1617,TRUE,9/22/2020,September
September 1617 nonfeeding obs4.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1617,TRUE,9/23/2020,September
September 1622 feeding obs 1.csv,1.501,41.796,678.391,21.174,0,0,0,71.549,18.273,0,0,0,13.649,0,0,0,1622,FALSE,9/3/2020,September
September 1622 feeding obs 2.csv,0,28.134,758.535,5.591,0,0,0,0,23.811,0,0,0,83.832,0,0,0,1622,FALSE,9/10/2020,September
September 1622 feeding obs 3.csv,0,77.452,786.845,23.898,0,0,0,0,11.298,0,0,0,0,0,0,0,1622,FALSE,9/14/2020,September
September 1622 feeding obs 4.csv,0,18.706,644.293,44.669,0,0,0,0,87.773,0,0,0,104.447,0,0,0,1622,FALSE,9/20/2020,September
September 1622 nonfeeding Obs1.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1622,TRUE,9/15/2020,September
September 1622 Nonfeeding Obs2.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1622,TRUE,9/20/2020,September
September 1622 nonfeeding obs3.csv,0,1.715,78.928,421.678,0,0,0,0,325.341,0,0,0,0,0,0,0,1622,TRUE,9/22/2020,September
September 1622 nonfeedings obs4.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1622,TRUE,9/30/2020,September
September 1623 feeding obs 1.csv,0,24.295,833.02,19.124,0,0,0,0,4.489,0,0,0,19.016,0,0,0,1623,FALSE,9/3/2020,September
September 1623 feeding obs 2.csv,0,33.782,799.975,10.562,0,0,0,0,3.931,0,0,0,51.688,0,0,0,1623,FALSE,9/10/2020,September
September 1623 feeding obs 3.csv,0,85.395,786.691,8.252,0,0,0,0,19.557,0,0,0,0,0,0,0,1623,FALSE,9/14/2020,September
September 1623 feeding obs 4.csv,0,21.483,531.366,96.689,0,0,0,0,69.155,0,0,0,181.22,0,0,0,1623,FALSE,9/20/2020,September
September 1623 nonfeeding obs1.csv,0,0,5.044,11.288,0,0,870.338,0,13.325,0,0,0,0,0,0,0,1623,TRUE,9/15/2020,September
September 1623 nonfeeding Obs2.csv,0,0,0,0,0,0,893.058,0,6.94,0,0,0,0,0,0,0,1623,TRUE,9/20/2020,September
September 1623 nonfeeding obs3.csv,0,0,595.229,149.555,18.784,0,0,0,0,0,0,0,136.425,0,0,0,1623,TRUE,9/22/2020,September
September 1623 nonfeeding obs4.csv,0,0,50.01,372.308,40.273,0,29.942,0,245.381,0,0,0,159.119,0,0,0,1623,TRUE,9/30/2020,September
September 1703 feeding obs 1.csv,0.992,12.194,862.173,12.813,0,0,0,0,0,0,0,0,11.795,0,0,0,1703,FALSE,9/3/2020,September
September 1703 feeding obs 2.csv,0,16.525,810.969,52.071,0,0,0,0,1.538,0,0,0,18.846,0,0,0,1703,FALSE,9/10/2020,September
September 1703 feeding obs 3.csv,0,47.99,733.385,27.37,0,0,0,0,0,0,0,0,90.564,0,0,0,1703,FALSE,9/14/2020,September
September 1703 feeding obs 4.csv,2.299,7.091,383.06,124.215,0,0,0,0,9.908,0,0,0,353.337,0,0,0,1703,FALSE,9/20/2020,September
September 1703 nonfeeding Obs1.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1703,TRUE,9/15/2020,September
September 1703 nonfeeding obs2.csv,0,109.067,537.273,16.335,0,0,0,2.523,158.713,0,0,0,20.526,0,0,0,1703,TRUE,9/15/2020,September
September 1703 nonfeeding obs3.csv,0,0,0,0,0,0,892.477,0,7.522,0,0,0,0,0,0,0,1703,TRUE,9/22/2020,September
September 1703 nonfeeding obs4.csv,0,0,0,0,0,0,890.64,0,9.358,0,0,0,0,0,0,0,1703,TRUE,9/23/2020,September
September 1802 feeding obs 1.csv,0,15.34,774.004,22.061,0,0,0,6.502,8.742,0,0,0,58.865,0,0,0,1802,FALSE,9/3/2020,September
September 1802 feeding obs 2.csv,0,17.442,752.467,21.218,0,0,0,8.802,1.101,0,0,0,13.444,0,0,0,1802,FALSE,9/10/2020,September
September 1802 feeding obs 3.csv,0,39.95,784.213,38.159,0,0,0,29.431,3.1,0,0,0,2.867,0,0,0,1802,FALSE,9/14/2020,September
September 1802 feeding obs 4.csv,0,12.811,397.529,38.53,0,0,0,0,28.52,0,0,0,422.111,0,0,0,1802,FALSE,9/20/2020,September
September 1802 nonfeeding ob4.csv,0,0,0,37.629,20.424,0,779.025,0,62.912,0,0,0,0,0,0,0,1802,TRUE,NA,September
September 1802 nonfeeding obs1.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1802,TRUE,NA,September
September 1802 Nonfeeding Obs2.csv,0,7.104,210.399,274.95,9.822,0,116.616,0,106.554,0,0,0,174.508,0,0,0,1802,TRUE,NA,September
September 1802 nonfeeding obs3.csv,0,0,0,0,13.002,0,886.996,0,0,0,0,0,0,0,0,0,1802,TRUE,NA,September
September 1803 feeding obs 1.csv,0,15.011,867.315,11.637,0,0,0,0,6.005,0,0,0,0,0,0,0,1803,FALSE,9/3/2020,September
September 1803 feeding obs 2.csv,0,11.421,862.606,17.866,0,0,0,0,8.061,0,0,0,0,0,0,0,1803,FALSE,9/10/2020,September
September 1803 feeding obs 3.csv,0,46.36,822.665,17.312,0,0,0,0,5.339,0,0,0,7.25,0,0,0,1803,FALSE,9/14/2020,September
September 1803 feeding obs 4.csv,0,12.402,762.054,62.173,0,0,0,0,14.799,0,0,0,48.517,0,0,0,1803,FALSE,9/20/2020,September
September 1803 nonfeeding obs1.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1803,TRUE,9/15/2020,September
September 1803 nonfeeding obs2.csv,0,9.634,26.002,178.699,68.538,0,352.373,0,262.938,0,0,0,0,0,0,0,1803,TRUE,9/20/2020,September
September 1803 nonfeeding obs3.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1803,TRUE,9/22/2020,September
September 1803 nonfeeding obs4.csv,0,0,0,32.826,16.337,0,693.383,0,47.903,0,0,0,0,0,0,0,1803,TRUE,9/23/2020,September
September 1820 feeding obs 1.csv,0.999,24.716,795.142,6.108,0,0,0,0,0,0,0,0,72.971,0,0,0,1820,FALSE,9/3/2020,September
September 1820 feeding obs 2.csv,0,38.385,842.044,7.307,0,0,0,0,0.601,0,0,0,9.033,0,0,0,1820,FALSE,9/10/2020,September
September 1820 feeding obs 3.csv,0,41.471,656.774,21.821,0,0,0,0,11.01,0,0,0,159.657,0,0,0,1820,FALSE,9/14/2020,September
September 1820 feeding obs 4.csv,0,30.252,590.664,55.219,0,0,0,0,49.273,0,0,0,173.718,0,0,0,1820,FALSE,9/22/2020,September
September 1820 nonfeeding obs 3.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1820,TRUE,9/22/2020,September
September 1820 nonfeeding obs1.csv,0,3.886,283.058,128.156,51.927,0,112.254,0,316.2,0,0,0,0,0,0,0,1820,TRUE,9/15/2020,September
September 1820 Nonfeeding Obs2.csv,0,9.59,93.611,38.387,34.333,0,582.761,0,140.46,0,0,0,0,0,0,0,1820,TRUE,9/20/2020,September
September 1820 nonfeeding obs4.csv,0,0,61.897,150.008,22.661,0,130.331,0,492.096,0,0,0,0,0,0,36.118,1820,TRUE,9/30/2020,September
September 1841 feeding obs 1.csv,0,14.203,773.552,19.703,0,0,0,0,26.891,0,0,0,65.573,0,0,0,1841,FALSE,9/3/2020,September
September 1841 feeding obs 2.csv,0,23.888,848.768,19.233,0,0,0,0,8.055,0,0,0,0,0,0,0,1841,FALSE,9/10/2020,September
September 1841 feeding obs 3.csv,0,21.788,851.063,24.825,0,0,0,0,2.294,0,0,0,0,0,0,0,1841,FALSE,9/14/2020,September
September 1841 feeding obs 4.csv,0,30.827,757.777,27.543,0,0,0,0,76.426,0,0,0,7.299,0,0,0,1841,FALSE,9/22/2020,September
September 1841 nonfeeding Obs1.csv,0,0,0,0,29.795,0,870.203,0,0,0,0,0,0,0,0,0,1841,TRUE,9/15/2020,September
September 1841 nonfeeding obs2.csv,0,0,7.018,13.265,22.269,0,857.441,0,0,0,0,0,0,0,0,0,1841,TRUE,9/20/2020,September
September 1841 nonfeeding obs3.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1841,TRUE,9/22/2020,September
September 1841 nonfeeding obs4.csv,0,0,0,0,26.326,0,873.666,0,0,0,0,0,0,0,0,0,1841,TRUE,9/30/2020,September
September 1842 feeding obs 1.csv,0,29.925,772.338,23.393,0,0,0,0,67.931,0,0,0,6.308,0,0,0,1842,FALSE,9/3/2020,September
September 1842 feeding obs 2.csv,0,13.206,848.309,10.691,0,0,0,0,14.608,0,0,0,12.302,0,0,0,1842,FALSE,9/10/2020,September
September 1842 feeding obs 3.csv,0,25.152,680.417,15.268,0,0,0,1.38,31.177,0,0,0,122.397,0,0,0,1842,FALSE,9/14/2020,September
September 1842 feeding obs 4.csv,0,4.035,790.327,15.649,0,0,1.543,0,88.325,0,0,0,0,0,0,0,1842,FALSE,9/20/2020,September
September 1842 nonfeeding obs1.csv,0,0,0,0,35.494,0,836.665,0,27.835,0,0,0,0,0,0,0,1842,TRUE,9/22/2020,September
September 1842 nonfeeding obs2.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1842,TRUE,9/22/2020,September
September 1842 nonfeeding obs3.csv,0,0,221.601,286.23,0,0,0,0,185.148,0,0,0,206.995,0,0,0,1842,TRUE,9/23/2020,September
September 1842 nonfeeding obs4.csv,0,0,0,0,0,0,881.344,0,18.654,0,0,0,0,0,0,0,1842,TRUE,9/29/2020,September
September 1850 feeding obs 1.csv,0,16.798,813.422,43.984,0,0,0,0,24.973,0,0,0,0,0,0,0,1850,FALSE,9/3/2020,September
September 1850 feeding obs 2.csv,0,13.915,785.755,42.93,0,0,0,0,57.354,0,0,0,0,0,0,0,1850,FALSE,9/10/2020,September
September 1850 feeding obs 3.csv,0,38.883,729.232,66.003,0,0,0,0,42.928,0,0,0,22.858,0,0,0,1850,FALSE,9/14/2020,September
September 1850 feeding obs 4.csv,0,9.296,676.22,86.669,1.501,0,0,0,80.777,0,0,0,45.444,0,0,0,1850,FALSE,9/20/2020,September
September 1850 nonfeeding obs1.csv,0,0,600.082,15.255,0,0,0,0,223.717,0,0,0,26.003,0,0,0,1850,TRUE,9/15/2020,September
September 1850 nonfeeding Obs2.csv,0,13.744,49.619,186.847,80.598,0,307.781,0,261.378,0,0,0,0,0,0,0,1850,TRUE,9/20/2020,September
September 1850 nonfeeding obs3.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1850,TRUE,9/22/2020,September
September 1850 nonfeeding obs4.csv,0,3.493,748.468,9.127,49.729,0,55.039,0,34.123,0,0,0,0,0,0,0,1850,TRUE,9/23/2020,September
September 1851 feeding obs 1.csv,0,21.011,500.251,68.463,0,0,0,0,247.74,0,0,0,62.472,0,0,0,1851,FALSE,9/3/2020,September
September 1851 feeding obs 2.csv,0,18.588,816.577,4.812,0,0,0,0,36.628,0,0,0,22.915,0,0,0,1851,FALSE,9/10/2020,September
September 1851 feeding obs 3.csv,0,42.631,721.731,14.612,0,0,0,0,30.334,0,0,0,90.188,0,0,0,1851,FALSE,9/14/2020,September
September 1851 feeding obs 4.csv,0,8.608,259.309,160.946,0,0,0,0,122.405,0,0,0,115.615,0,0,0,1851,FALSE,9/20/2020,September
September 1851 nonfeeding Obs1.csv,0,0,0,0,0,0,860.109,0,39.889,0,0,0,0,0,0,0,1851,TRUE,9/15/2020,September
September 1851 nonfeeding obs2.csv,0,0,104.588,137.145,0,0,514.575,0,118.907,0,0,0,13.063,0,0,0,1851,TRUE,9/22/2020,September
September 1851 nonfeeding obs3.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1851,TRUE,9/22/2020,September
September 1851 nonfeeding obs4.csv,0,0,28.242,87.904,0,0,753.6,0,30.245,0,0,0,0,0,0,0,1851,TRUE,NA,September
September 1853 feeding obs 1.csv,0,25.437,840.5,0,0,0,0,0,30.729,0,0,0,3.264,0,0,0,1853,FALSE,9/3/2020,September
September 1853 feeding obs 2.csv,0,30.216,830.004,9.213,0,0,0,0,26.408,0,0,0,4.097,0,0,0,1853,FALSE,9/10/2020,September
September 1853 feeding obs 3.csv,0,64.064,822.903,8.346,0,0,0,0,3.075,0,0,0,1.537,0,0,0,1853,FALSE,9/14/2020,September
September 1853 feeding obs 4.csv,1.439,12.588,441.956,11.515,0,0,0,0,121.059,0,0,0,311.392,0,0,0,1853,FALSE,9/20/2020,September
September 1853 nonfeeding Obs1.csv,0,23.202,264.909,62.496,0,0,519.174,0,30.202,0,0,0,0,0,0,0,1853,TRUE,9/15/2020,September
September 1853 nonfeeding obs2.csv,0,0,674.783,50.674,18.005,0,0,0,101.952,0,0,0,53.751,0,0,0,1853,TRUE,9/20/2020,September
September 1853 nonfeeding obs3.csv,0,2.373,144.384,42.245,0,0,473.334,0,236.18,0,0,0,0,0,0,0,1853,TRUE,9/22/2020,September
September 1853 nonfeeding obs4.csv,0,0,0,0,19.939,0,880.059,0,0,0,0,0,0,0,0,0,1853,TRUE,9/22/2020,September
October 1600 feeding obs 2.csv,0,36.619,827.29,8.404,0,0,0,0,23.007,0,0,0,4.606,0,0,0,1600,FALSE,10/12/2020,October
October 1600 feeding obs 3.csv,0,57.808,744.439,12.763,0,0,0,0,11.246,0,0,0,73.66,0,0,0,1600,FALSE,10/19/2020,October
October 1600 feeding obs 4.csv,0,25.207,620.751,72.359,6.704,0,0,0,75.766,0,0,0,99.098,0,0,0,1600,FALSE,10/25/2020,October
October 1600 feeding obs1.csv,0,39.569,827.923,15.852,0,0,0,0,15.151,0,0,0,0,0,0,0,1600,FALSE,10/1/2020,October
October 1600 nonfeeding obs 3.csv,0,34.353,109.842,292.522,0,0,0,0,425.334,0,0,0,36.787,0,0,0,1600,TRUE,10/25/2020,October
October 1600 nonfeeding obs1.csv,0,13.31,342.893,219.129,0,0,0,0,303.117,0,0,0,15.803,0,0,0,1600,TRUE,10/14/2020,October
October 1600 nonfeeding obs2.csv,0,0,305.672,108.977,0,0,429.339,0,34.158,0,0,0,0,0,0,0,1600,TRUE,10/15/2020,October
October 1600 nonfeeding obs4.csv,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1600,TRUE,10/26/2020,October
October 1601 feeding obs 2.csv,0,59.929,720.444,47.965,0,0,0,0,56.537,0,0,0,15.012,0,0,0,1601,FALSE,10/12/2020,October
October 1601 feeding obs 3.csv,0,49.732,767.554,22.92,0,0,0,0,45.73,0,0,0,13.977,0,0,0,1601,FALSE,10/19/2020,October
October 1601 feeding obs 4.csv,0,16.701,506.338,26.025,0,0,0,0,110.938,0,0,0,239.91,0,0,0,1601,FALSE,10/25/2020,October
October 1601 feeding obs1.csv,0,37.564,809.834,10.9,0,0,0,0,40.324,0,0,0,1.303,0,0,0,1601,FALSE,10/5/2020,October
